"","word","num","dt_max","dt_min","dt_first","adopter10","adopter100","num_first_adopters","id","dist","race","ses","lang","pol"
"1215","gloing",1952,"2015-06",0,"2013-07",2013-10-14,2014-01-27,100,"285966537,569676594,529594403,169635639,340070192,348172932,276728128,233753051,421542757,711967200,375144395,333576347,612735055,559189495,290750274,491895267,256099535,329993296,570269153,1118119172,503549022,1106192946,54816996,176676382,28209198,353891596,351124389,566846666,282805788,846942115,102254385,351342043,1416431551,606535978,1600361689,1007821568,182987190,475390280,354330758,44815114,631758506,233336530,40663173,1617539930,467000555,1866103183,298319929,243767007,512962827,43989681,1286529458,387226896,342497053,480004410,350026647,609605135,1099757647,1976661684,975618661,1736884885,714706352,401425739,480781024,604634344,848164658,1270961994,857035994,44990325,206821376,236183382,1563150104,101357255,999977000,422285759,312171336,82647185,1499205331,857215764,443419874,120974505,164865544,396968007,240920020,500738890,49483138,628981691,251636807,436789024,548050163,1281684043,164486486,319422299,262017561,1045336308,235785134,609759504,40749460,447770899,313109264,324660007",0,1,0,0,0
"1218","gmsfu",1335,"2014-11",0,"2013-05",2013-10-12,2014-07-30,100,"419071485,629040212,496297078,225724624,361051256,89612240,476068899,981079176,384151657,993784784,38536094,428342104,1207034748,834689461,1390740570,793398164,389239210,457062860,521061507,1167359870,748849992,322739749,174316286,760244448,391031003,428657959,164196026,270617435,702154832,1023312625,700640239,166307232,514591093,204192164,1365779490,1567052898,1461562064,622618017,279439459,839005465,75731927,268606051,902902884,374362149,126839283,342204293,766529990,402510129,465065078,1034379888,385767148,2369895275,2261571493,1360307682,911782345,2358454794,908959014,830249882,1954567514,464371038,232972541,979783418,238684700,859084747,469907416,414535188,772590685,633437562,2218578632,716992225,481824201,471992753,298227011,1012391400,2321689250,887997192,1307550080,2497522646,994368570,391539802,46319420,1902580321,2277018901,421608435,2335780302,1642394809,491918838,990319112,148980983,500551782,975200054,2152037587,214525247,512681407,168948735,840465391,329541860,998871235,1426395848,729005989",1,1,0,1,1
"1222","goated",3056,"2020-04",0,"2017-08",2018-03-13,2018-10-16,100,"346171723,784692349792321536,3308967038,386372785,4823013111,908667827367931904,74656053,779457891149369344,822657597052518401,2179916998,874089001875103744,761335889008201728,3909021733,131646320,2941660689,735152458150875136,2988858161,18590994,164494654,844363098,1355899542,2868244773,1732029924,815778296512348160,355069472,4720909228,497746008,14913858,3214856302,4314887007,33633847,2792332917,408179536,59363799,1677219920,2938846858,864553905971228676,1483644283,2861544355,1466483714,1963940850,948035148704075778,4660670175,3188118032,936404737913745408,1017805950428868609,1309883948,177636420,254229767,56899181,1633574604,475539702,982536416440745984,619530277,40551484,3305385941,996601584686690305,3148096649,814870745738264577,581315326,2390467172,3720657612,30114029,3253531767,777728352123838465,815049002991423489,952011865030262784,880451126105182213,750246335807234048,3254901579,997954324423585792,1976934199,3025196777,204427536,872512290477789184,868976182590681088,557169384,2605548815,469956060,1226547253,3315345180,16674599,1921259682,1279283790,1317623526,251756749,82262889,1043294171446931456,42962322,442960836,968583110244921349,837658789432156161,972231641698578432,2604834802,2539899994,370937551,2860943101,1334495252,936106662,4133677702",1,0,0,0,0
"1249","gratata",6223,"2014-04",0,"2014-03",2014-04-13,2014-04-17,100,"501996309,21459085,130683919,2182219007,333214370,289200873,147360209,151252384,185103776,386594981,129401871,400747327,228809114,306999483,428551733,550350836,615830536,620539017,1343027528,1265697012,1332502142,983785466,1644341581,296017224,95800609,457122936,2188677277,560008724,788418133,341112601,39007017,708241153,737109062,429621332,201478478,605900713,614988756,277223628,35757466,448432287,761766571,1727022067,178567058,350573577,1477829605,167212111,257321945,552430066,1138213932,319967701,1312911679,89904781,35097814,1220446448,211538158,280149765,217968551,44531152,845515916,291270376,431821186,574021924,29338379,503848460,150904047,1225299806,126785546,397521705,262511433,198319366,392691907,200774716,24125771,180219958,1255653691,130995880,1126342933,230012974,447366116,379419619,378857648,598499116,620941018,309366621,2227689703,225158844,275482444,83735295,723087211,617602798,434538724,309433224,320971959,314122776,533533616,109403072,505078697,1851603366,173726946,304731828",0,1,1,0,0
"1264","grwm",2260,"2018-12",0,"2013-05",2013-09-06,2014-08-26,100,"367013537,519872072,101957336,1523438450,504019472,451686707,396322930,225588213,52493415,194988140,68071896,499098698,29687627,900410864,358134103,344428494,60921508,95908048,617759278,484256694,77249139,160036486,362756427,35589269,262396426,627427123,221126611,287518707,1153118072,1196493210,529418232,97376605,314805488,356760927,303523764,1865887586,295391629,104032156,338765724,175367447,51339357,32890334,39068371,156041038,449098769,13657792,842210700,1412749710,1363271857,84514798,381904747,244270706,702088175,558789338,327608208,155165130,1549271976,1010063401,19668335,52814201,86046769,112651008,398037303,38363137,367577513,243599864,241788206,89363246,708704777,419554609,216549689,1157043067,539541424,2217671803,28424039,217333548,176929282,1041124118,396339329,1117465808,448618996,290718835,337573140,21500958,31661069,71123214,2562935759,2177387296,1432051135,215645402,31512196,103659206,1318950578,1448164778,353367140,266929960,352601199,2458786416,351096550,44055462",0,1,0,0,0
"1323","headassery",1848,"2016-11",0,"2015-05",2015-08-22,2016-05-26,100,"538515341,527096737,186612232,319324782,498980841,2497498855,1547303047,2610962772,336115445,499053118,2277277339,191649508,2722726453,399088504,396599977,2401270118,420857784,818869832,3228550314,111318366,60265071,456356521,1612079778,267854681,324617518,1201909794,93480690,3232104564,59372135,2405037578,286828801,30277638,3035406463,428776495,2269387702,2228027829,3432285526,3010162357,462278571,1123213099,2942026879,284294640,1295965314,4688630628,56633167,2319773234,1021308128,592283622,3298574195,565131702,602280106,1115716849,378734845,724632853,377714550,252261768,338148106,238697340,2412119952,2933249649,2442808717,2847995113,1858611378,423957981,29329620,188522784,1126740277,24843751,1081765278,3020620731,414485284,52210829,352718366,182888841,409688778,190076085,313475569,37051074,631476589,2863268240,738758076,220061491,515101562,45860418,287887975,2258311548,97669704,2380012178,2801207921,1528733257,51954829,230352183,378344347,76242570,548570038,1665350869,883456693,352374749,918038748,952525526",0,1,1,0,0
"1349","hewwo",2209,"2018-07",0,"2017-06",2017-08-30,2018-03-28,100,"741795384876519424,24046928,3258127135,2953043526,3060864976,2446469132,322706665,621247250,719665629997961217,3301959002,932505715,18582365,39092860,990130332,528011845,1463586510,15217202,1353453199,30285088,61679447,1963720441,257728806,1041214802,219925206,1370835470,443327494,850133958,3228974513,425600003,316228271,1005431478,3261181743,2284968950,345564858,763664134864900096,1537369878,812803428573388800,2478918703,1568757446,2550753984,21664866,777621263925862400,1515281306,29080022,390507411,4922808649,4746366108,21360946,505947212,536822410,1570682910,917508360500629506,794118002,3237209508,3365351284,1958367018,931615588102950914,2575917730,3247071139,35893054,933401916,1392536922,2827241713,2177112410,528941855,597118431,3079883868,248446549,319246612,197647206,377654385,1035585402,1558792724,2382987306,192659682,307289360,1031928847,894377976208424961,600725073,42286819,700748198525190144,1425879962,1360494222,2944719529,424610614,1654706340,40420076,1426769911,725530876747063297,22447848,954643236,386279944,325015211,35652393,101942347,305327008,508057884,2566162531,327229546,2835004832",0,0,0,1,0
"1453","ikyfl",1065,"2020-04",0,"2017-09",2018-03-31,2018-09-23,100,"79841037,254802046,280605527,134782572,3092233730,818841084184985600,54713301,1937950939,237965112,927600170006732806,153032939,904227287503077376,709874344898519041,1661398272,2264978779,2956271930,508745013,93095417,326546797,4048831300,2322021012,1881456097,101866507,455408518,51949635,933380940,1698312145,58603545,162872623,301817285,4819236953,60682345,452608045,2849280361,24569970,1001115060348051456,63364925,886751588,120833277,2440904551,4012967297,428706164,427587144,175141745,2595432584,2983492992,325114261,2955569407,3191512627,27964622,2544014689,549569862,3056459661,1380926617,597033292,239205677,571874009,179960649,600304098,24436923,290934434,330629063,433772570,52673449,523990403,856137281714999297,261209858,235399107,1569028201,2719519190,3793344622,324993663,1146013914,3140589488,474552123,2202346322,722249988110069760,1695180306,2157758202,326996700,2542113291,628605195,290720052,755596384926138368,144452958,3225273781,1611762055,60497780,869926155507294210,911950595178864641,2310877089,269547521,3045141439,45654213,1135908313,1582073912,258234054,839540565230383104,3589277779,2245882150",1,0,0,0,1
"1498","iykyk",3058,"2020-04",0,"2018-02",2018-05-30,2018-11-26,100,"1096362673,2327328632,2879314202,774198097383526400,740497076811751425,346676112,1976390948,897211033583996928,2718657942,2162110123,3224180978,4154932874,598791931,3035839922,1004102111246708736,2949141596,59378449,349195213,320522283,44229376,777147408203468801,2305299337,953821767314714625,2879590744,1002281870,3217557683,2914520556,430366130,811058527795957760,4163271074,400927613,757503742790864897,932888749180182528,210347389,755680118,856329871148101632,309338388,826244574,44559146,2253156720,356089726,1730038951,27364013,187572123,2893199179,2326775389,2470400856,3079843040,597244824,105587784,595212130,2245503929,2907689785,2438981372,1643727008,327025967,1038435848,1087098954,937429443978526721,4237395612,371891334,1012428412290363392,1576955382,855313694,2911934748,2467023168,298187913,1711525170,1572119719,40495407,300619420,492689982,261906459,2555168250,1892092986,739992122,502271991,718233755635335169,354445645,3250092890,1007176780006879232,2733853907,1026528449840566273,1325820013,49511163,446443928,863605885,562393081,2883359320,2502667045,2264805517,2806594865,708521360071499776,131869018,973113677321715712,2303886106,240952188,2413709332,3065647806,321080380",0,1,0,0,1
"1747","lewds",1045,"2019-07",0,"2014-09",2014-11-24,2015-09-23,100,"65575338,491127476,582760321,280646183,152350498,406334712,2658643291,1628855005,358863151,41367821,1488938430,377769058,2796994417,78739102,47539455,2709495910,34447217,597118431,49234326,854203626,91042156,2800681614,750606570,1909647517,84960104,94236717,292137801,1616391547,635761854,112614146,1548713844,1918824967,2189247247,240908605,115601411,2432646044,1947709525,2927390570,57835666,234469104,2505795876,437148134,144363912,2718038620,1691602782,307128887,455226590,19745748,2765738045,124969717,634338292,198360671,548248767,2882205917,347486511,204988689,611938808,16119886,521495786,2877936804,80512865,3302900974,39275776,1590413701,545580715,151711230,987892896,79624980,104393179,179682608,192230195,73034441,269177076,1403851,2973433631,14788640,290848938,2906144109,54999066,2343922427,60412483,759098845,541923207,27470873,1358410104,2165888850,913770804,2931417389,2786486641,703922940,2398475894,1686448148,228049803,2907109347,2550392606,17597031,1349484584,1947572312,101298194,1088022302",0,1,0,1,0
"1770","litness",1562,"2016-07",0,"2014-02",2014-06-26,2015-07-09,100,"184703108,47698687,378297501,95592094,27825378,1146934742,190856579,357659052,25650098,275212085,1395031536,269087156,575862529,60383887,365647545,2770579660,235833953,34654340,201070659,109275552,276422239,282872556,247067363,781584506,55873764,47828827,420025812,302296182,272807374,37372637,49138382,466920654,109048018,2761365556,112019954,173154126,2285162775,1271223145,1043628655,863903305,446684156,139597739,301699308,730717182,377580327,2356813646,410075509,520550995,326321205,34443476,2471438173,315043163,886246873,384129756,129075907,2845586053,1351146434,17640702,332033585,220981845,278585559,31137700,1377102037,214621063,60848841,610229977,321165643,1248308816,1482457957,394821013,560656335,2423350254,152374187,45209364,253810814,2526890567,163359886,32710237,2830481700,975296791,31356343,422437695,38512501,73822299,322192040,2202086171,50546567,1056783637,108477407,362313671,2757800191,2916883918,603062323,268842989,2148984573,2933587855,508111008,299255925,349665659,729782346",1,0,0,0,0
"1773","lituation",11347,"2014-12",0,"2013-12",2014-03-31,2014-08-01,100,"45291224,926688799,2327828298,38089523,18342439,134894205,184616040,141628027,1700971891,426368314,2377945728,455145979,1969804957,38852826,98746796,291880155,2199427343,325235721,30360588,371252959,2432704253,457132347,38292041,167041807,195559720,832672705,104938215,32495619,1579016090,466135351,467210513,1325648467,152747381,2337942452,77044635,210280235,256371301,701575667,251017624,305791160,36573290,1695494491,132013051,168542805,1939421635,162235014,40475081,791480300,169827916,437953911,129911490,41935017,67158619,75860429,58614566,50868727,1145980616,38535227,230618685,88847318,90044915,636353148,27899569,2372627352,1439412769,60634602,62955056,30597579,24261502,86311084,160419844,399671311,15869279,2297617085,111919985,365328153,1384552333,991869991,2600953798,275816398,246097069,354676274,1146684452,257770775,66298648,328990872,126505132,251819667,983384040,277709524,1373129629,312873951,28879034,159690710,402404252,31404097,141738503,328907004,372655259,2252643608",1,0,1,0,0
"1898","meninist",5563,"2014-11",0,"2014-07",2014-11-08,2014-11-10,100,"40803007,363873258,55405682,289726527,1067210192,36588790,213063807,1552012076,59659082,364063254,783611641,82161759,124354327,1072327080,275919055,2535800601,42316313,63361866,615780632,465048270,149716205,52971815,214277192,1339571372,26435328,175224741,2318365780,2307639182,466160421,475489670,762835795,864150164,51194212,17424872,566533848,1065242467,2266517682,171256779,1349363149,98784826,820544515,224069303,178427197,509538043,346194732,1865792077,1247749146,174914052,93448388,2548968355,61810797,2526689862,846411924,255682029,1029719258,305378536,354579031,286010377,34795013,945289250,1584764582,284798650,813196669,84747659,332103590,2732872101,547043733,440432843,1733924125,262447206,339463429,1205301740,456264107,21133125,168711095,234176740,389770989,234514828,1885055766,319492616,2283073482,1648909256,850195476,243022274,386814330,82491241,223036395,443715277,164942222,816931003,288569096,2266204190,1263812395,58693787,338518584,2787334344,69770717,1105049942,782643547,231931645",0,0,1,1,0
"2012","nawfr",4717,"2016-07",0,"2013-11",2014-01-29,2014-09-06,100,"458794719,211187404,391057592,386229388,386151265,1891108220,423821433,429448669,234436860,36772804,308790614,63541885,355826524,309651666,2245531625,960407928,423820918,312922581,561174697,396349215,320909150,540359850,1141259713,366377189,273780861,449988121,1885036951,197143277,248709588,101159399,2183659359,231615432,614574079,419376893,312812431,344932454,355974108,630746422,287246606,127257340,406031794,754509080,521879317,299843733,46980214,2306178027,61624793,242136358,449391834,261538026,237313268,458967035,603283888,215681415,443375733,488836765,225182894,120794936,88341603,345701772,380579585,2675242177,1939803668,622494773,338537894,264649284,2290581114,316573067,78126945,269030691,81619536,222936151,1287538386,500302926,276254539,418462447,340695567,410295792,810184398,313557179,410777772,368059283,103693518,2266055775,2334246426,374779722,415226653,584933851,1856032586,344353756,774651674,203615949,534667239,87568097,1959792974,437850133,92471667,2199475803,166012142,376420634",1,1,1,0,1
"2053","niggatry",1119,"2019-08",0,"2017-01",2017-03-24,2018-06-23,100,"2892906001,1629326875,2244545138,41217462,335742621,2269623024,326031474,4280308048,553084509,189763248,378344347,434222177,56901462,4876883740,844311119795802113,57611686,1273969729,2550395743,2878403507,2614393615,184252730,3263317631,252755362,278860394,2841578979,346862731,2915173045,45994780,95911033,79341104,347654742,14144085,32772426,4354385734,2336068963,152408549,244016174,2455567884,994046611,472577676,453653413,2715966052,328458623,774752732557213696,277748153,862283251,244375276,178755629,496185394,2788440557,927632390050082817,2561779957,384088086,170365453,118159464,232033049,221813211,716795465069629441,2348693984,156141470,76345655,52137573,23258502,2493461261,846579837720506369,344173884,562393669,162875170,2568976755,233814911,616691468,232024418,16068973,362615394,2708391758,328263690,4010169139,133625718,59858229,616667770,49766272,329914192,831588220823490561,2329271801,3420927252,124608470,915363225230856198,235424525,3239754330,21473301,777411012,321024100,841883882874114048,262877136,539543580,20943162,328115980,797274861274009600,551450422,358353558",0,0,0,0,1
"2098","numbnuts",1992,"2018-06",0,"2017-09",2018-02-27,2018-06-08,100,"380767025,377651173,3039494043,2309151817,28697550,874482969095708672,401635691,60120444,215096458,240665149,801075122400595968,2740812872,271010855,69139197,251964007,2752662875,385128032,778835228,62938629,45480752,804868784875917312,2424603336,2964744772,1334608099,621122011,361064718,22542949,21601501,53664305,3307659387,460574463,21047975,110218308,4654335842,788124730612002816,356479381,871138065720287232,820514154,473681101,491803325,21865791,3436127559,178587896,1327275420,1525168716,930845942,3091491404,440580636,288628855,251805857,818513648,7009662,17068558,1626463495,93415200,180131500,2961508606,2962693210,18335624,783423829200830464,21120500,479536573,165566295,444054117,159949992,957691870188003329,1129825928,329838136,65003619,55189729,33570399,316838497,2613803209,733616827,222188056,243287687,49371765,493611506,74386780,37154010,141446300,763897302952054784,461163330,74609379,17261349,335321570,940579435,417516965,20825177,145071763,141314794,424708804,2811514338,100101797,2806501396,2871283238,916437952775049217,42830081,1401600902,883112961186947072",0,0,1,0,0
"2223","periscoping",2457,"2015-08",0,"2015-02",2015-03-26,2015-04-18,100,"149119936,652193,330496178,17736965,23679582,14080017,346382699,15799272,1160821,115396965,14694082,802660254,80359451,104579207,14483124,790249,11392102,66566146,192824559,16941166,94215105,40684667,9637422,2151647192,632281002,28918980,1169760512,16401961,887861,19165131,8152132,137613,78833378,81461257,1501471,937744519,50667855,92577188,14218051,17681805,15282181,180171381,54994166,71282326,290157413,1924187726,16489621,351395835,885237187,2959980871,16576723,943004520,20221325,46560539,95600845,81916822,1963813716,121248535,14601679,7674792,2608911,451569736,20763870,265541568,342577543,2419412604,79523543,117468475,239931583,188742147,688483,4808581,266865159,663353,2335673472,599523699,17933838,259789256,23660013,35168090,137913999,136001917,30251254,39564416,280209496,13142222,61306156,391111502,2888020142,19046875,23963152,2247715436,76794797,325314732,364412285,26898420,14463726,346207799,34659380,20169711",0,1,1,1,1
"2347","pussification",1005,"2016-11",0,"2015-05",2015-06-22,2016-01-06,100,"325054889,44980743,291271945,327733153,191162512,21175157,104576154,242416481,298345027,1623584192,327526732,24448366,21051642,1540193563,564857030,49809590,818143423,80385238,3238051146,1510724276,44665928,16468883,293267782,1013816983,47160917,235755257,228100863,162289496,197614369,167010482,709635841,19618873,193759717,19365750,340674428,329681844,55651872,234949156,99060036,450639160,286427000,466701835,342434086,539563042,30091353,16517141,112029217,1296707761,1087636302,274214062,16235375,19074802,398317733,23487221,3188213730,315878798,1830398238,364057579,1262189708,114560986,2881660405,2688043160,38403169,427627818,894831050,704521548,548802093,20189232,474625020,216951483,421948893,539568768,418940558,29897650,292542318,37491010,1363144723,114831500,412054379,74985151,1069749984,101262738,279337932,727509853,626503046,2966188357,107087730,408005081,141047789,499331910,1054032661,561654065,78292919,364735409,8559392,114342695,63313322,297228574,316769025,38775124",0,1,0,0,0
"2376","qwhite",1159,"2018-03",0,"2016-05",2016-06-10,2016-11-03,100,"1648215312,21701854,630601375,233898494,208764504,86893757,454322181,37018260,2845603700,1722964460,1915612801,191962315,255255602,47194789,1476345186,277233856,499422464,2318025950,148170931,2876624147,1023608540,279527740,811039862,27736951,511539745,55498350,281344938,373096440,546179263,314910777,292047750,577550236,176270662,273718012,535611334,323936433,363870473,345856422,71073195,1698264612,451230064,1127068884,1130008945,318811227,1383400375,352421634,3100875382,274741807,250468325,34119202,480919278,107493793,733452934776754176,324782253,319796232,490152707,881392610,1105514082,746317106,458082787,2160909224,236083359,454384299,2583046134,3011921100,2451381744,2916249171,24861904,989993822,493559559,2701609776,940093327,217281593,333031411,18958597,500399074,4163497317,1594554397,1957930711,727583210931138560,2467920593,291148075,157503275,167487420,2896675811,286998245,235755257,3305484645,347927511,2963312746,971052588,434935421,322395484,834069246,2569442030,447512508,65857603,1889198071,811305416,607830276",0,1,1,1,0
"2403","ratioed",1053,"2019-08",0,"2017-09",2018-03-05,2018-07-25,100,"344863445,1953264426,2226188132,846120566,1087146798,102807848,2551394742,1261750410,22820718,323515890,522163750,850477599344271360,56826914,15048457,785137,18150780,16335744,1256101728,18300968,843930447663058945,22873033,1448413146,336759916,381678556,15184162,855509550610477056,576617299,745773446571786240,35477706,14450834,578665967,110073821,2774114130,19895877,17563851,10825502,734216150255570946,38142033,19615335,19125303,202375506,16299754,392773457,14298769,354098623,478804516,607636586,2987648555,390895487,2196375866,791859961,250978793,23669069,56761935,63019534,14850109,245441097,987500474633990144,3487647673,35272575,118450261,24721554,540628749,2785625957,395422013,231868810,4824038954,21722318,3122256011,386309481,363269363,3361331,489857335,76156485,17937100,45165924,76553361,893065421338935296,56931866,49376425,15958244,74939904,21990431,188343111,206923789,24546614,136434222,195123082,633305487,913983698013274112,14253400,884079454296735744,899975857,997442791,138859582,2270376266,192935052,318692762,801998789070491648,148152409",0,0,1,0,0
"2436","respeck",10510,"2016-04",0,"2015-05",2015-08-24,2016-04-22,100,"229183945,44743557,339423545,176877513,20520813,2155978476,20172612,111113352,512482045,359222846,263029241,1932269827,35818542,1589374291,89350847,80430863,14448354,2502700137,20277681,134837650,284345554,15234167,553008999,184147455,53088528,44239628,477176667,34175683,54752569,474258069,576792686,270542339,37359097,500232235,938165030,388380241,1182916165,245669612,2196949363,308837516,175908910,3055097675,256246053,2724109963,2532173195,63387901,3037509737,481698828,428685949,353335465,1152403088,2700701132,262438377,2336689805,274668499,230226260,78132892,349292196,141753502,471339706,31630000,44369257,4809526171,776967818,1188557444,160670720,252261768,2476078765,197682273,27123514,2714065465,29073662,322201054,97470366,629884972,3205158203,867502460,453221779,2426144702,2395575846,2297813595,2758843408,246051655,483008225,2556139635,49488290,897790746,24734286,2962933133,1511003124,22281817,278274216,35592718,156082757,1975927508,44261045,34067627,2900809046,155107245,1013662368",0,0,1,0,0
"2535","schmood",1226,"2018-03",0,"2015-05",2015-11-05,2016-05-19,100,"27055767,244298784,1292522215,910393050,54387996,156056092,1628434946,156469030,50414988,3316319211,24438134,115044346,64313006,42149395,372935650,392483840,212722585,26883920,410249898,829914498,272725334,262024439,1421039148,620658738,1055457823,3251287975,18687768,166055029,522401596,25036146,74734235,169325285,78158405,93095417,2314656505,1452674802,2504608976,2910172929,14562000,27108396,235672023,100534727,2227196984,2888167468,885543044,3236379991,176472805,218301471,168861771,99439971,2678130680,130622646,3350147597,1561162171,32490314,3886304119,142524716,26324373,300015961,204103562,27899569,732026659,291847546,1551781644,301660931,188472903,62705006,52580599,271573991,2935735917,411472680,180449218,707162943281094656,23365714,300003043,501970868,214719544,319418242,2876262278,2894628916,342671374,2601803476,395006493,2842326411,2442913634,450403394,601565295,2441965524,411227146,227053679,328225955,51369698,117205907,230586367,3298039742,1901608614,327553577,2975554378,2993447985,1058041224",0,0,0,0,1
"2638","shitbird",1008,"2019-01",0,"2017-05",2018-03-07,2018-09-19,100,"14625899,825706447283511297,976947433,27717235,607655933,60412782,14205300,91620105,74878213,1977538452,864838991681650688,83903787,456068117,259870910,18157394,2925064521,1173602827,9154112,611835056,795670292,173514515,30674865,819456265029980161,198532954,145483674,11182302,38933135,2460711895,1024555525,822544851468165122,791689835060850688,36837724,817959029825798145,16250508,18827740,2342466223,75640679,17976407,360632084,2213981,302292749,831287148431175682,21429721,845086007078797312,61027868,29801524,1043371038,2959751800,15069498,37829027,968723978,101311541,101810576,195575801,20930376,425538470,21509532,259492037,785689560504274944,14591740,804484451686371328,761923895192612864,15755670,49199847,873193460504965121,18140708,849739109883158529,69679166,1152113275,14850109,833161799499276288,3195966913,949147534525587460,31563177,466971980,390223259,33324015,792262184,49210897,21428883,315394640,19222381,22988352,14470354,608692845,19668592,426107862,142874400,635923278,7748712,14745490,63104833,449674167,29494148,300769047,63797984,19572624,39063635,43927816,9757512",0,0,1,0,0
"2650","shitstain",1479,"2019-08",0,"2017-01",2017-06-06,2018-06-19,100,"3112022450,2110771,53988379,21692109,30449217,16588433,188495746,289572264,50892034,740718817,803773901842984960,460304181,283789322,2749551657,143288338,191880864,724669842586894336,16478651,2165869556,335154388,18957326,16587402,1468686096,90526709,946543814,2303692536,18932122,466679767,229932742,3427386184,2362592550,739844197935644672,723189324691296256,1543915364,23677175,820409842103885826,237883857,17527400,200250384,45993,634946078,2166639265,13135562,1363474712,8508802,730121184,39841031,27943005,14638113,62117895,930848552733069312,265088869,28391728,2211356904,284527272,32730285,785880679,747383291716771840,218521447,31505057,2562496693,296019675,795383073026101248,29025480,28350379,14319884,608919673,16982736,360081407,191868171,34485253,16050065,43231659,63586675,3139887343,2945923329,763459830640103424,511102836,520900379,4123222365,9422872,20009913,971484177420910593,870638095,450308852,18523773,857294191562338304,316480207,412350904,16504768,26149975,840459291131801600,393370739,1187889564,725306376852000770,21566700,17625434,471199474,187495677,151766733",0,0,0,1,1
"2664","shmood",5008,"2016-09",0,"2015-05",2015-06-23,2015-10-23,100,"197998738,531857542,925512644,2290803002,139549219,56369784,718315541,51301286,307111569,26449654,2945676049,255269823,1909316430,250418105,87554095,599120851,156372993,1014011215,2464917627,2319305301,2855873794,2583335637,1726901738,32488613,2992556986,387271780,452553994,115983459,52747624,34154850,398910769,2242794532,3392245804,153121066,221259521,619516136,2966903297,3071625342,2246139900,1964177743,2272187661,2731483293,924518520,2620120807,739763329,29263597,172946054,3164537103,2726875115,530806841,3330981734,103917584,2160956699,1401186812,3373006005,2229164564,101390850,3333945970,2415158289,956763884,609620331,208945635,176871237,155419510,273173445,29318806,2757475218,3206917636,2155114641,145420450,3368820575,553762388,347221821,1069010832,20886505,54217049,634427028,325906484,3031768244,842660203,2764822138,1674897848,411643409,594283545,231506533,33753418,381208287,189266258,1470878688,22070771,971642474,3066081844,898221260,2423508034,727648700,403860977,1411594369,412486702,3386958214,318915006",1,0,0,1,0
