"","word","num","dt_max","dt_min","dt_first","adopter10","adopter100","num_first_adopters","id","dist","race","ses","lang","pol"
"2702","situationship",3958,"2014-01",0,"2013-07",2013-08-27,2013-12-18,100,"24662980,26856586,67323296,339026821,46916355,26598556,231586439,27807279,221899979,66877107,766784306,219181121,123193602,25020417,168964788,79211314,296394253,777249186,363893361,599096442,91261320,612212374,846787897,1302801996,1188019052,138220155,125791820,393739781,214616875,237823416,396856024,292194003,113864936,242156460,237616115,1630220808,22529655,308197184,56544541,446547728,498862445,232649720,328715036,16620588,821945352,36110944,350731720,227726301,139865840,422278536,186640399,964008061,35230869,18297767,1709143471,102789907,36251697,182693726,116861700,48733750,144565355,561623238,43218821,312387625,1539610621,152724951,130975743,881141460,156908195,36236996,147435634,18523773,248960513,50546567,615284550,127885868,335694259,128028228,318105593,26865793,254783406,117649981,832267608,55025693,233675180,37021548,59575007,37085823,63795719,45815507,174882979,222891681,424783273,237945152,494405902,286313884,297677763,105217700,355861594,431727937",0,1,0,0,0
"2704","sjws",6430,"2016-11",0,"2013-07",2013-11-27,2014-08-24,100,"39427248,18345527,846945457,417007734,1160713153,15013002,5165951,2148563947,1007240928,198517146,15342420,327734566,298040802,1513825298,1918302530,860575400,386456795,509727411,477974971,16635314,727749384,14554609,42037969,237915237,371142734,263037395,338124538,500137728,91538041,168769498,15103056,205920385,86785588,482388629,1031956656,614820968,24649451,19343442,1449928195,128243728,61686723,82439862,96256810,21169957,1636852644,71079669,1160890380,170428860,135627418,266146528,23141473,911391914,2859401,2288820930,46904795,127014546,38490799,299277303,14412937,21093055,14456685,176238003,93534254,17597031,18926894,2211021408,238588618,40787562,935313966,89305050,14653877,36781945,146962454,166866453,28351472,56949838,14124529,14374402,2299030765,101966607,185070700,337903520,4979801,108433481,131243097,1881202560,186608396,18494029,68066254,14105609,1925411982,329894805,1633493004,214321611,121361002,15566199,62433775,168890862,465237068,406608697",0,0,1,0,0
"2725","sksksk",5877,"2019-08",0,"2014-04",2014-09-06,2016-05-20,100,"626712875,969025784,634951778,429569041,1284986168,587950453,1643917100,514832277,635127325,1546533248,84517502,2567393011,2490530836,913525153,461259904,589596336,2814113999,52306707,1308712992,1881069596,1013706806,705751840,1902451026,1161244813,942394436,2609013605,1862799451,1064278980,1862487564,1149072338,2761505839,441140239,727946324,1099545289,552835601,571241678,848118176,826270693,1694692117,592959065,574077498,1265697012,3228409794,1942428762,848891754,2753893032,489750302,490046953,1480200932,2574123283,2999054872,232773904,181361400,1850155718,3092221973,3410689809,511164041,163305706,1632102888,733698745,1548817915,99998786,405847374,2574591905,1562093227,1475201078,3111755192,2257152825,2482815228,1660948160,2604132325,2492679364,591511350,2432777697,2934253896,64788267,331914655,2279827566,766953678,3014442316,316701027,3187333850,31446190,600486209,1855885202,3162039789,182670804,807985542,557324486,3075922943,504828493,4657386797,2604603842,1443943177,306853279,904370588,2913948921,2740939661,1275230502,1446330600",0,1,1,0,0
"2726","sksksks",2677,"2019-04",0,"2017-06",2018-02-28,2018-06-18,100,"749477072746139648,2233661628,885310491589062656,872082272081637376,875825687751413760,4314141557,2352355136,953993448,1959373806,2584216208,2442808717,566749274,953703109,174173970,1305197172,751128256108171264,702286790326145024,3231102618,627151740,3113318846,1941945744,280036515,338138528,485769600,3179954558,2910259044,366819516,320576157,2915327870,261977510,1357867938,874412403986976768,3021946316,2337189458,2943193716,2416562939,3386771505,2227414212,856375692975624192,2191606261,1191809436,781525258943725569,4276984045,328749871,3248674420,553188122,872585148407173120,481581153,74311112,2155533824,846718832098074624,2731000707,401606263,848118176,345674688,3308475146,75462687,312263247,93954516,3194058744,845305445887741952,989092674,834026417235042304,1939540586,3054718750,3266709444,3005739790,3300174858,1014427430,3451206014,2629319243,23226445,260492332,2227538268,3062090214,524051509,2909634510,974784458250321922,1360837279,327099610,884230947620536320,93762000,44711166,2889973287,801951704375848960,1276287864,702697303388237825,3118223185,98279327,966614149907275776,226702002,2725516455,45411441,24533406,829073478,2183453234,405611348,785272024180465664,2275081020,1521094836",0,1,0,1,0
"2727","sksksksk",1979,"2019-08",0,"2017-09",2018-03-24,2018-07-16,100,"953993448,2198103033,1941945744,280036515,701599649409458178,25912506,312263247,3179954558,927935169369079808,2347754400,3132351455,2732625503,1276540489,2731000707,2915327870,570476167,491864847,788120629,901682004424523776,795466504456130560,2341429523,485769600,141416709,844956888072699904,940248846101303296,1447417682,805973508736094208,3004123682,830568745991073793,296640555,883128150854684674,3425296720,2300097674,2893181744,566749274,974784458250321922,2529325978,966614149907275776,3231102618,2910259044,713039226833645569,920927684791857152,704079797245227008,2760940042,1253234924,173279633,783106120130916356,3283757666,863929212415115264,3290089201,392301731,1679259103,842932082,846718832098074624,345674688,811652989,3301335517,2307635675,1001534569504485381,2263723537,2538929740,3054718750,525981208,2306341269,327538192,781525258943725569,913425399442497536,272626609,834026417235042304,2940104340,95076291,2647218254,243337865,2909565614,1431982686,800620583260016641,2928705153,832404732270485504,716245321542569984,769150622599872512,133384596,1722912390,80761610,157429545,702286790326145024,3325636830,735643364,2446204417,98279327,1802605332,330030042,30463920,3519528856,353474955,2264978779,2437382545,621136931,2957385058,571322566,880833182",0,1,0,0,0
"2777","snowpocalypse",2501,"2014-02",0,"2013-05",2013-10-18,2013-12-10,100,"67232519,259083443,1474197223,366720485,48633265,39781860,54024562,31289390,5424492,124639387,466892454,24230857,16118002,15756703,190115206,155493173,10820222,73221744,135952228,20112341,15192889,168349788,110031075,20851985,15938085,1589914476,483858002,26431179,358187785,390532230,44224583,55757195,14449009,4047941,297869779,117404750,262293426,18324531,42503663,20882877,2151613896,236731964,156858102,328242307,823601755,7671092,82966806,297008745,18638169,325959830,24392374,83852643,855561858,418243715,557998820,34691631,263009817,341042647,17917212,160433111,301451309,22432496,1286543503,62231068,22863726,23658195,15528260,1567342363,481479817,19844061,100433660,56728100,21272783,151307391,260444176,269614651,45910799,26164433,55390160,428655701,122867105,1312413097,24230886,462433301,25785570,336037521,16279572,39512415,94619438,16507290,14562004,387855124,317395915,1906522806,41973047,729438630,56002082,28881949,16125224,19082710",0,0,1,0,1
"2819","spoilery",1061,"2019-04",0,"2017-08",2018-03-22,2019-01-27,100,"66700323,3367295894,36294717,87607609,21722109,18922142,37745056,49809052,47679345,260228891,18193434,1549745244,377152007,180087696,1949752832,19303706,77316230,16553965,13447022,19071113,16875927,18370068,2611723723,259494346,2141771,16024323,106039637,3130957492,2945729238,786305203,952482708,803672934690734085,16036058,1491688435,21093055,10753312,19433122,80333792,27173064,214510366,15304264,2882857552,134530798,1468194306,15614252,54343756,128387870,1449575527,35768982,180294553,32423630,544539878,2409199930,14153382,65678360,10209292,87118451,28597897,18768255,2437719781,27135426,151119910,313869183,41419967,145112542,53952901,37782427,169237966,26535695,9781242,330631819,319282631,887907145,634406976,24996956,23598344,1152507954,102818403,71689151,28088585,15280217,384030408,181817288,187466024,65277968,2325023010,27449834,864122770476740609,126354972,72743480,191250596,567964192,15933993,1240605858,744934804576153600,22733978,110634602,46749346,259107046,3280170896",0,1,1,1,0
"2869","stummy",2874,"2018-07",0,"2018-05",2018-07-05,2018-07-08,100,"265641586,471578479,585346129,4676047038,1355670828,2150320226,791840459568115712,518085975,1461002232,721200717,2951566609,2217188659,547839863,754407476,1852986469,2460431288,712810769927184384,326538665,24697236,2188779798,266245596,2211570437,484907727,1536035731,160276691,396297242,616918629,40764798,4455248601,711605316232810496,115796069,2321221703,867005360,2304121020,628836612,99808267,4702931318,3309771988,1376492582,540381053,778447771019771909,709816279,382449561,393636238,176614747,2199901076,771907188172419072,3127725624,1870034904,1957746247,1035624578,22513648,55623906,344319891,579576676,349567198,2366006564,612666539,2177595581,550569710,738186276499640320,1276200360,3145501512,176489107,461434621,361067471,161508058,397073812,1278733471,2423170201,1856102586,2236429963,902749941612863488,1395079092,846217322213859329,590280790,2542196116,1688359440,419826106,1672198916,2889292340,983743209351335936,536656151,2647132170,1270605482,284339975,217601098,425492812,1664770412,1281941779,2945439482,368080630,3394835403,2670143639,771864229,2307009054,3017560928,2280291991,379875058,1099755536",0,0,1,0,0
"3032","thotlers",1190,"2013-07",0,"2013-06",2013-07-07,2013-07-07,100,"315621982,303805862,305653873,634517095,140536260,385258837,183065111,253408306,246124770,627576215,614076618,287152310,25901942,946635030,211988533,266932770,732240908,571194548,407368052,391723950,187202677,207265177,376935921,329311922,546859900,319401659,215103323,554578443,385146285,477137787,272988074,319713129,846733754,331387381,614077292,235450561,342739237,93777980,349976477,391577347,435492817,400976336,107201513,570384087,468968186,199375648,565444700,559053061,343069086,811889490,271548840,175480442,167062772,729722040,324554445,21979275,1320583322,1499274294,210826914,343909290,874336478,304697030,456401027,30535189,123994724,145338290,1546505870,81749045,279504759,466771007,294331049,401101090,341510987,27120041,636737192,65153358,1555042874,408602014,168571129,703849502,281805742,375819465,1302303962,791723408,865102052,842837438,234229416,122901221,831373856,55638156,19613793,65812563,260997827,49816579,232288279,295177287,443470566,601395563,99888250,279066195",0,1,1,0,1
"3056","thupid",1204,"2014-01",0,"2013-09",2014-01-03,2014-01-07,100,"796578744,1078075578,414409396,26606812,548695715,528128210,198557013,395679949,424569140,424562726,393176627,366878485,39358229,391804661,935572850,255207750,254837342,601391496,427666205,95823019,328887781,565679413,568793166,1058723642,880672032,453382107,743193980,358136032,372526174,732816158,547479975,385198513,85483006,334415185,320728639,279670732,259097132,373041164,1156798974,446075369,263856143,274697011,339069033,967612256,246138781,40089257,316017981,755820451,325719195,402981926,335730357,1014262208,475577033,1328259528,281690364,334825103,337474583,485250984,180471870,325983794,374673313,994179320,118899270,1031808313,97673756,396831648,383545684,348247753,621565368,350604578,194890969,1240089428,254541685,213128834,331236534,135324117,744082345,379433297,252327281,970721515,852318710,1326103795,633765713,112749912,2186208200,726001206,406647811,441155795,490090830,745687436,237375754,438424429,251693961,54797893,1014035516,464934140,282860434,739184334,559991027,44539638",0,0,0,1,0
"3062","tiktoks",3788,"2020-04",0,"2018-08",2018-10-16,2019-01-21,100,"770529122,55562208,632186945,422966358,2931045700,1609719452,517125097,370981003,565978250,59327963,388921572,98774914,2750843064,1957605510,3302390358,296898709,2434537202,2909565614,417301762,1726288838,499330554,2595223951,40351046,17443943,629629224,1707152006,2725118305,30817667,1515109801,1528512588,308738126,1339289544,963745189,714779764,451749651,768215566507184128,62126789,832057213,2837599856,587187911,1892043858,831017227994271745,2893163526,1697298450,903716912722579458,929879002503942144,15990298,3431465533,3023192504,3079682698,1013268536125468673,411206215,43800291,18205531,761606231546957825,259481206,22919097,2808964844,358293318,342300035,1268409793,16037393,605416821,3324584269,538154882,338129121,463555327,1077101450990362629,324062780,737051020849643520,518055142,280338710,183865287,3042077575,737380404,995584615795646464,1036175952,613256560,195514124,1038430942510104580,262896081,3146721577,1099050968,3648097515,2697053593,442278667,51327308,4237836497,3543023959,505050601,26895882,17637450,972593633877790721,1112792508,420513955,701225820384169988,1362895778,368086810,386631907,3151820683",0,0,0,0,1
"3159","twatwaffle",1134,"2020-04",0,"2017-05",2018-03-20,2018-08-16,100,"448198435,3310871916,20168370,65223157,120940715,800508386085175296,54222811,115111506,18141243,189671022,829908225818365954,227487101,289702880,77315626,1387015531,195481260,72462260,18839937,1378713350,360228506,738972234,46189519,2740842417,14197312,4085912423,38013098,772497858108923904,354706472,243301338,725934620,36430338,597031193,445208882,121947772,720890208,1027734648,14667911,51874304,299942856,532457455,63600194,301079726,737409493382795266,58053457,30077431,903788373432610816,2799135192,27512064,260599187,609126936,48047308,2999234655,939159380313993217,739949900109099008,363253292,361344062,305697207,7682142,65508187,2763526118,3809111295,497397961,3283686031,2932790564,898062264,16994371,18258253,815266230504456192,183421041,19198637,100085546,473813302,3254996818,22529246,36217923,1390679216,21251946,776696966784790528,325303168,277727876,25182633,29365520,2544438434,2876200200,2398371445,22973287,2437028190,81471003,288214906,21571639,81651327,80468102,2298722492,903010268975849473,59733512,30123985,2824670287,1020070232835088385,26830039,17141349",0,0,1,1,0
"3187","ubered",1110,"2016-02",0,"2014-02",2014-07-18,2015-05-02,100,"1400191813,21344450,15051557,215477522,39893495,30814320,3932741,153557914,581406712,45891379,15489165,18896846,21428883,372409476,14921993,329973671,19727668,1332448076,9614422,1406396274,293586747,181094919,272162016,24735362,17912169,341233888,2193231214,336229829,25714622,1260291882,1729417867,28467543,553801339,278365885,7432862,393284125,281158927,1535435072,105290832,248352248,188380573,1496645474,15852140,397573199,16860691,24229177,17115595,1569519410,29005523,268614302,568722326,1131755994,406054584,43788214,851130534,222282513,516675362,14863357,26793599,2164199731,47746104,39721599,147083899,406592330,435278523,510939655,814482296,369845314,562635438,1033914804,1517474846,65256473,897751488,316234138,451769902,2538112338,446319302,2493588035,74890891,580394945,955396994,432076251,408203253,1315170871,563907943,112606600,101375079,511379857,2858135963,34758850,1898795306,54385761,235007951,1578483692,99883702,19175464,799738130,1202597484,174142639,863773262",0,0,1,0,0
"3188","ubering",2729,"2016-11",0,"2014-02",2014-03-28,2014-11-09,100,"16099260,197141387,191727447,25903006,119421077,499502904,309191583,4022411,14448173,331860897,251375076,172238275,30546020,14470009,35812744,1553920118,265772703,244768190,307685018,15635839,73626238,2476381230,236765582,1532276108,169575661,242409977,532057722,20966928,16403,19130450,792771720,130750098,1621163390,114320203,2374931990,368896349,14421873,825892556,47798278,104071721,379993970,100710160,372577928,17439965,17614569,20538291,24811033,15527375,106222677,5490762,21553544,348258052,72790202,312743726,16556408,2259594150,946313712,20835299,70276591,7356192,508378033,16717717,16281036,631741739,623167573,632322997,21690979,432938849,35562243,14767954,310465678,1462658898,272162235,375177049,28113285,454595997,82430398,219181364,17856919,386936468,820892052,16537646,19904963,16860691,359168163,480690671,57205756,27585324,388665210,17115595,15638834,14111434,52632347,29755434,502355705,1964182376,2525576654,20523212,1448010756,14877600",0,1,0,0,0
"3189","udderly",2018,"2019-03",0,"2017-09",2018-02-24,2018-04-22,100,"22627669,714591828,77286586,1475416596,15360794,19395031,297746647,30000861,882373502,457610242,238178024,335546670,26028968,14170130,240102387,41590595,191653691,1769091,537966572,500194367,86102832,201700507,267400764,3294031215,2710278607,392325927,47453344,37062881,15003180,294852509,2962244961,94488871,50403486,14304529,461700954,116960759,176639438,689253,111942588,337398205,321611782,75810875,256880421,383860165,15136945,263020150,1101473870,1148467260,714642543963561984,46293050,15928102,174001915,156402471,830486714061901825,1066549405,72398549,522371328,2448468876,49767130,125773363,2222560521,308560452,35751772,368596822,2881257697,14057243,2925075200,16392521,227697746,25192573,773676552794013696,356614702,57293872,961818324,55655139,59189676,40407100,52110732,2547940859,15386144,90562563,45998547,1010127566,44988038,231076143,481365292,91148476,80934104,16986336,3942690134,7016812,22717773,248942836,2398371445,240826779,338629939,449003166,4257228111,1632988831,25791201",0,0,1,0,0
"3190","udigg",1753,"2016-03",0,"2014-05",2014-07-19,2014-11-11,100,"182958867,552742580,38256892,319646415,62152507,1930471645,500765633,2509027987,31040758,242136358,363317516,410914216,290736658,164063799,35556274,2682463496,29844009,239118499,59701152,542322663,276254539,59657502,131723925,491359535,450360262,511012096,1853224789,192749414,818623460,324719378,159633772,39062641,29109625,293726474,306545095,1270791756,118792865,1637203508,230328555,314045515,215988466,100800270,617309328,43482933,546883314,337466186,400261245,796347871,463923025,576055619,163578062,214712293,122785826,327569565,1720752079,302710075,308600579,302868130,229585869,561535117,474052197,2497581266,326652172,542934754,1510742468,622494773,551500497,103115653,289144512,306334235,555463904,594246723,1438427797,235022324,386151265,516191239,238763290,441059290,181173727,412790848,1861729796,2250889020,2271454837,785757319,283323912,16827333,576285026,217279123,404319319,1539327271,381233651,101625518,21572801,143648746,380456988,58067232,246575833,2266269973,964774160,630746422",0,0,1,0,0
"3227","unstanning",2339,"2015-07",0,"2013-07",2013-08-29,2014-08-19,100,"414617487,898754600,966901712,316701027,322742808,1510888303,151526949,98745059,23509201,426136715,56318491,252889302,314898912,356361743,363061154,454381615,225951967,358067916,29036253,587046271,268270450,30587054,240528604,251181507,241316195,1315051052,379512397,491638419,63315342,489147869,341647180,1100017892,970399508,983787752,91900317,228106225,153215049,1281790656,1279121108,1973773945,1947922675,161106336,32476246,330441370,1307808607,383057320,120598463,390255244,1238925204,233310662,388676528,96233466,27002063,601055355,371287868,174933353,30058582,251944840,286957135,537658594,2177095871,634829776,40749460,1409491250,516004775,292685961,203344453,526811120,2226042834,458082787,2152110874,147412307,1352257681,711072452,409609688,225904956,343234997,598773188,571241678,496687867,572235327,848118176,1573475455,712885663,490046953,1090976810,252843523,1267387321,589568745,93271624,956421446,36979045,311828794,1866888078,560798830,240136406,1029443174,228593128,459746418,1624127250",0,0,0,1,0
"3231","unswallow",1575,"2016-02",0,"2013-10",2013-12-10,2014-05-02,100,"231975810,856809643,237894732,543029021,256834887,1606616342,447564247,1839292350,389827626,758319702,750750349,748475034,918020785,51489779,289129660,58531145,1857947658,161036844,70432987,94117261,190006197,523918786,1006689218,2284578021,250936108,22826088,190912742,477177986,916971162,248481909,324626486,880758307,1244554320,539642089,176172346,125814674,335012839,818358451,2353950126,527686169,1067081034,363493179,160789296,165228646,331258808,573751226,265656071,872499091,35129685,921590930,454309338,1691137345,581367027,528026234,351935235,259107941,433172599,627152626,756372331,807706027,121929626,38123767,547684086,899279402,513460040,233695943,349508999,264918114,543131183,238100853,1609578770,637167892,544662161,433094757,99443237,1152659984,422644062,250887960,535721825,824677838,2150123459,627512641,607689813,996164756,545680978,231567066,100067666,364088174,2458816902,1643849581,418319873,588849831,412214324,551591586,152642478,84750818,69763758,780911815,1915679316,250854065",0,0,0,0,1
"3264","vibey",1655,"2020-04",0,"2017-02",2017-05-10,2018-05-30,100,"2355532363,1043986518,3487033098,1127071706,365586793,633405119,3418213512,855506336976691200,33830727,2299886132,33679860,1042511629,31460315,2688834271,11776322,268841296,1576651705,785375154159230976,3051642460,3237546058,36871322,898740007,4333493675,156705670,58693294,2930618318,119301201,305956374,32846196,14520108,385174637,796361722671964160,3838169715,1190973733,79309608,557069191,92773448,242652476,308069468,3435569410,45475949,2222305396,449017081,1061481044,319546732,578723168,2556293608,2762125193,719589056,357038573,307186953,2784692848,101351706,127564411,369298421,40535292,128315697,2440217149,110454860,3292043291,719488470,440125985,465558704,1636634400,197953170,595787842,74897680,196356625,335607094,36412322,2383569894,368532771,929039903618469888,350103745,19529578,1942938103,58655028,74510570,370493379,3976864755,36507857,226397943,25877444,40091797,185087840,474390298,1069368907,64267590,25745273,2912436121,134707295,262878060,2153581094,33353053,531737275,2883508708,2965401441,1056895321,722540123783438336,541029705",0,0,1,0,0
"3309","wdym",5652,"2015-08",0,"2013-05",2013-07-09,2014-08-01,100,"1333022221,331479120,390864932,470167189,212845140,378355248,145488407,506534353,112834739,605672380,319679665,89957237,335803784,1206615450,388086348,397694002,521058480,1038910417,857169763,484366251,263397909,445634028,1608524179,155749290,422311519,452073282,37076769,529142008,626483001,872857244,53310725,1320830676,783926168,379918880,320019591,951784753,99653191,361623628,407946522,1317735050,1539767120,845543706,236646062,302263971,1733867304,616628682,1605436867,130286673,351311489,484188583,1173216817,1529503843,2310607511,1508957678,137541989,471833175,580362870,383465256,1904371417,1950602210,1558825195,1413429656,504055443,1066525435,412618162,1956012926,592430560,556307893,177001755,2333270862,264711419,2417064206,1029044946,1236156830,393097017,1714329547,1257488730,94185646,148874839,1186597459,227917238,713302716,438733828,923113436,724367899,1594550701,533624339,1370449778,940151736,2224126064,324164908,325756045,583224932,338819600,171593590,2259225754,1321513988,33144455,483540595,1332429894",0,0,1,1,0
"3343","whomst",4710,"2018-08",0,"2017-01",2017-02-26,2017-08-17,100,"2825011590,2267801154,324590767,3209508789,2331345758,2957882347,2299325714,288781040,2497505275,237524659,14265924,3897710112,916828195,748513496,2196840206,1448133924,26225897,14600817,1930632900,2548612591,3250213735,1628519964,1120901544,3306225774,179294316,777247261441028096,4562700034,260522807,546336583,2844869047,333563833,21903879,28742539,990116622,19172564,1492009622,31084725,37298017,424554512,818416596,169210855,4353765627,732420302496354305,3327327156,25937199,35893054,18492909,608692845,2250918786,261864474,2328018008,2242882158,23149805,3301775260,398375857,1550966070,3037556102,22919097,494319665,490018011,2300087177,1325673451,29065525,53481293,328135298,3003970451,137875675,604158413,2270767975,2575665937,1261155637,395547697,257153481,597118431,44232771,25018803,33050272,700748198525190144,2987341331,351705543,5424492,1349943242,441022664,489900577,2177112410,739979643462266880,271609141,1902617196,354534959,15468937,58972692,68581016,18596765,345960623,900868159,51138530,96017659,704024257186000897,32218334,193347958",0,0,1,0,0
"3377","wokeness",1385,"2019-07",0,"2015-04",2015-07-31,2016-05-01,100,"11065502,1658095405,3207680283,785607170,728493547,854189316,2978039419,2394105943,512544220,763847892,21633042,50202537,18052474,2197933620,47307465,472538042,756414390,2223747307,562369187,1535478410,347927511,177028041,1126075632,372074263,2256873915,1586982475,2375805470,22110387,2811719940,214666814,232670495,561496091,64579605,92631130,519198789,297043627,415202642,2154911561,842727464,68336500,2616454424,460444548,263474444,2511613350,18373034,367420089,311765249,853658845,335447585,18278257,198532954,32617636,14344402,166066162,14578312,29323190,49662987,997526672,3258785612,78032650,398468172,16540862,14592648,423553930,1685319212,55522161,19273,2322351102,40684090,22813645,790395794,29351733,2147534502,30585025,16249176,144351126,108148552,1419982802,2328401,19213966,915687564,15777764,21063822,1167111524,2988601,15258782,382927133,584797578,231916812,2996414140,718663934,204074804,817083,21724233,513493043,3028330171,69204390,227452515,4121407874,2258995803",0,0,0,1,0
"3389","wottice",1777,"2016-03",0,"2014-02",2014-05-20,2015-01-19,100,"227904562,59511457,434970165,28949874,286196282,235816305,35439489,577484923,173664836,59863513,49790435,100391395,158209114,241316195,1238925204,601351596,454699687,225904956,326323230,630447684,177402142,230082796,422947062,1332302600,91227161,114254742,323019023,358290379,386937617,748736412,49169881,451211299,261463861,523559804,348194601,457189799,265600074,360729285,776968297,341278444,828346526,239244536,246594441,40542633,273039140,125878942,506969761,83734029,2158774543,1571794807,1064278980,344959698,281398680,700160229,311826985,428582946,208691905,61546390,2475992341,1592068747,425405641,219528155,560065939,55617460,1447417682,169536317,1720925689,41510132,231014654,75854428,334103212,109971088,333685192,1669006742,282384082,727229498,39042421,197972143,1406825858,198004061,628765738,163513767,201081403,717198402,32644914,257243574,781609566,287522437,2171671893,60733645,137497141,144313253,112787853,61859806,496478710,266836576,23169278,562411441,619713127,244676562",0,1,0,0,0
"3415","wypipo",5135,"2016-11",0,"2015-04",2015-08-14,2015-12-30,100,"16553435,51353167,60370335,17265123,214080936,254765292,18523773,24708891,50546567,1408831813,449962700,2199618850,78974414,14274929,23530956,202968603,220684302,525233239,39793617,92585909,110596006,297662236,348783422,156742714,31307679,24511815,162971081,155189978,57084520,107493793,21274637,3243796102,125791523,523547538,36157238,57980068,711613609,141340275,2267633525,20532787,566247348,374947148,3265759158,28071321,74078200,54131533,310060478,38317018,97376605,19786965,332405017,224354592,535056335,138928154,160126165,230499080,159683729,31026507,52772136,20631562,38076968,29877564,19579501,236989847,4122751023,233906547,386866617,537989391,20738274,211609545,846787897,37253727,1315241300,25893699,29206651,198004061,413550200,35374269,182592735,1525684236,31058898,547332104,258765159,15491015,48923720,120562342,389863509,61076953,61698050,241316195,30762899,21507903,115297136,29327448,595237708,27323843,46653523,2988095243,295463213,545641253",0,0,1,0,0
"3436","yeeted",2241,"2019-05",0,"2017-09",2018-03-29,2018-07-25,100,"212354182,558662617,368552662,610422178,874107367033634818,2185690896,112358408,314389253,866416479926972416,823290829854961667,1617344976,2259416879,615422604,14911608,2791069338,1083194630,887809686598291456,1109701512,384034731,1369402632,4151983829,277221625,793879418552868864,3016649362,4146540159,428428637,31579776,4223590994,336834468,2260856017,499499576,431233801,2521859719,112585090,3984990852,784210425420316672,3195467198,3040442476,516057644,3232027670,428621213,2995266993,3405006437,800884397335572480,3238275874,489543493,625877692,600719133,1915981417,351434732,247002668,499333597,599874008,738438258,940414574552956928,243011504,633727283,1703061968,1109500879,469776273,468028630,835760608297508864,2745563227,4634383577,14851125,451105027,926109397666770944,1210358894,72334847,711760006517927936,833494769913376768,634757609,2865413840,1047141553,2885548272,296619576,47022840,285917482,2334772362,180219180,3198747750,2211784022,346018664,1334977544,2235605828,28282752,897592594506498048,575874218,360327584,1656323000,749338375350521856,66538201,190450178,65957851,111806363,265001206,3428673521,894424253910491136,357752225,268654281",0,1,0,0,0
"3439","yeeting",1012,"2014-04",0,"2014-01",2014-03-15,2014-04-09,100,"272258614,1064556524,411148838,493552400,744322002,558287394,361024247,600516324,325812527,372558675,233801874,494558272,139433383,152398839,1383400375,1930634425,278874054,388431790,378931743,294772740,623097065,972471337,275200506,113200433,236226345,72632769,169619098,158583964,280850136,204482753,266920591,89106747,26449654,267496373,64448185,249441397,226437243,2153954976,487133627,248022711,523961433,1288937354,1696928755,1005114612,302266905,163568194,2279672006,367783136,750037351,1453070725,617826193,80436436,947059483,704225648,144343413,2338131966,86643797,151363110,741078025,1957784263,326527013,369266489,111204735,324671810,160314748,113259973,1027526570,425490487,261066467,945065024,36086449,2369895275,918269875,1687192333,797196541,156625471,33118006,232317849,725162174,419998301,440547308,447541123,302958735,459870999,409592431,1122965612,861446546,209381384,169826399,266966090,238179570,114023440,339939200,1184295241,240116070,1645530847,967371895,400343877,606042819,421616007",0,1,0,0,0
